omega,RAO_heave,RAO_pitch
0.2,0.0001379256433682874,0.005867224178968273
0.2070175438596491,0.0001704682025776156,0.006663421146507803
0.2140350877192982,0.0002101513827373787,0.007554250142776278
0.2210526315789474,0.0002584113757645704,0.008548993335454606
0.2280701754385965,0.0003169432529236886,0.009657575542324255
0.2350877192982456,0.0003877411554182771,0.01089057393262195
0.2421052631578947,0.000473143410115875,0.0122592228483845
0.2491228070175439,0.0005758829194284887,0.01377541305909575
0.256140350877193,0.0006991431485333588,0.01545168474800832
0.2631578947368421,0.0008466199942304507,0.01730121352222322
0.2701754385964912,0.001022589765890655,0.0193377887421687
0.2771929824561403,0.001231983438251791,0.02157578348069397
0.2842105263157895,0.001480467246429723,0.0240301154486873
0.2912280701754386,0.001774529583722216,0.02671619826394851
0.2982456140350877,0.002121574031100129,0.02964988249388414
0.3052631578947368,0.002530018192512337,0.03284738597117143
0.3122807017543859,0.003009397831488823,0.03632521296539265
0.3192982456140351,0.003570475601728518,0.0401000618930881
0.3263157894736842,0.004225353437740979,0.04418872136376389
0.3333333333333334,0.004987587422238375,0.04860795448989495
0.3403508771929825,0.005872303676748651,0.05337437153433944
0.3473684210526315,0.006896313533681961,0.05850429112795164
0.3543859649122807,0.008078225945699659,0.06401359046232095
0.3614035087719298,0.009438554776675509,0.06991754504588575
0.3684210526315789,0.0109998183039183,0.07623065880421394
0.3754385964912281,0.01278662795092721,0.08296648550469436
0.3824561403508772,0.01482576297220743,0.09013744268957273
0.3894736842105263,0.01714622753611326,0.09775461950619707
0.3964912280701754,0.01977928640882301,0.1058275800262125
0.4035087719298245,0.02275847524374053,0.1143641638427128
0.4105263157894737,0.02611958133784703,0.1233702859222428
0.4175438596491228,0.02990059064214858,0.1328497378631405
0.4245614035087719,0.03414159681979684,0.1428039928690077
0.4315789473684211,0.03888466824480472,0.1532320168820769
0.4385964912280702,0.04417366903793094,0.1641300884319726
0.4456140350877193,0.05005403055448599,0.1754916298370341
0.4526315789473684,0.05657247018010308,0.1873070524444344
0.4596491228070175,0.06377665486137055,0.1995636186085842
0.4666666666666667,0.07171480750245787,0.2122453230819313
0.4736842105263158,0.08043525519721684,0.225332796425997
0.4807017543859649,0.0899859192358885,0.2388032329416079
0.487719298245614,0.1004137479197659,0.2526303454647586
0.4947368421052631,0.1117640944250158,0.2667843491780892
0.5017543859649123,0.1240800432629545,0.2812319763480238
0.5087719298245614,0.1374016902685463,0.2959365236155336
0.5157894736842106,0.1517653824873663,0.3108579331463689
0.5228070175438596,0.1672029257951526,0.3259529085874671
0.5298245614035088,0.1837407695408191,0.3411750663839213
0.5368421052631578,0.2013991789174989,0.3564751225900216
0.5438596491228069,0.2201914070982527,0.3718011148638946
0.5508771929824561,0.2401228803830169,0.3870986588742207
0.5578947368421052,0.2611904106499283,0.4023112378761651
0.5649122807017544,0.2833814502463027,0.4173805237391614
0.5719298245614035,0.3066734050527683,0.432246727239162
0.5789473684210527,0.3310330217716837,0.4468489749702225
0.5859649122807018,0.356415865495423,0.461125709792756
0.5929824561403508,0.3827659032743274,0.4750151113263339
0.6,0.4100152087077059,0.4884555326212172
0.607017543859649,0.4380838015117128,0.5013859488121236
0.6140350877192982,0.4668796345716422,0.5137464132768839
0.6210526315789473,0.4962987391691238,0.5254785165976499
0.6280701754385964,0.5262255369032186,0.5365258434584997
0.6350877192982456,0.5565333243251565,0.5468344225149118
0.6421052631578947,0.5870849335166594,0.5563531642409499
0.6491228070175439,0.6177335688087021,0.5650342818011884
0.656140350877193,0.6483238166177413,0.572833690107316
0.6631578947368421,0.6786928220348417,0.5797113784036161
0.6701754385964912,0.7086716224115166,0.5856317519794597
0.6771929824561402,0.7380866248215429,0.5905639389276476
0.6842105263157894,0.7667612110208942,0.5944820582507465
0.6912280701754385,0.794517450459731,0.5973654460581126
0.6982456140350877,0.821177899101594,0.5991988370877067
0.7052631578947368,0.8465674593524719,0.5999724993216646
0.712280701754386,0.8705152743674628,0.5996823200346725
0.7192982456140351,0.8928566284484051,0.59832984221063
0.7263157894736842,0.9134348242250686,0.5959222508764284
0.7333333333333334,0.9321030068661778,0.5924723095222025
0.7403508771929823,0.9487259057220283,0.5879982473952486
0.7473684210526315,0.9631814645703685,0.582523599060109
0.7543859649122806,0.9753623330186011,0.5760769982005307
0.7614035087719297,0.985177193589572,0.5686919281909428
0.7684210526315789,0.9925519015508573,0.560406432477228
0.775438596491228,0.9974304175893545,0.5512627882710929
0.7824561403508772,0.999775516921019,0.5413071474724093
0.7894736842105263,0.9995692622845198,0.5305891490836367
0.7964912280701755,0.9968132324119005,0.5191615076651799
0.8035087719298246,0.9915285019055947,0.5070795825967428
0.8105263157894735,0.9837553728805871,0.4944009330552213
0.8175438596491227,0.9735528631517137,0.4811848636934245
0.8245614035087718,0.9609979600579552,0.467491966006306
0.831578947368421,0.9461846531199238,0.4533836603039115
0.8385964912280701,0.9292227625313322,0.4389217430757255
0.8456140350877193,0.9102365839059954,0.4241679443333153
0.8526315789473684,0.8893633726654797,0.4091834992620072
0.8596491228070176,0.8667516938979246,0.3940287382035014
0.8666666666666667,0.8425596653989209,0.3787626986363246
0.8736842105263156,0.816953122888816,0.3634427624268808
0.8807017543859648,0.7901037370712489,0.3481243211981306
0.8877192982456139,0.7621871122547756,0.3328604722133952
0.894736842105263,0.7333808957180836,0.3177017467073381
0.9017543859649122,0.7038629258892428,0.3026958721227839
0.9087719298245613,0.6738094457735846,0.287887569238313
0.9157894736842105,0.6433934059578938,0.2733183847049964
0.9228070175438596,0.6127828790051963,0.2590265590580872
0.9298245614035088,0.5821396042067692,0.2450469298373977
0.9368421052631579,0.5516176785537992,0.231410869044162
0.9438596491228068,0.5213624065111058,0.2181462537874349
0.950877192982456,0.4915093178010502,0.2052774686337061
0.9578947368421051,0.4621833590171267,0.1928254378728131
0.9649122807017543,0.4334982615600638,0.1808076856539149
0.9719298245614034,0.4055560851954563,0.1692384217289714
0.9789473684210526,0.3784469335345251,0.1581286503686626
0.9859649122807017,0.352248834993799,0.147486299887049
0.9929824561403509,0.3270277803409587,0.1373163701258019
1.0,0.3028379058182989,0.1276210952051153
1.007017543859649,0.2797218090772817,0.118400118844419
1.014035087719298,0.2577109837720623,0.1096506795891738
1.021052631578947,0.2368263576510699,0.1013678033472995
1.028070175438596,0.2170789183486467,0.09354450073676625
1.035087719298246,0.1984704107994577,0.08617196687085298
1.042105263157895,0.1809940902554492,0.0792397813556883
1.049122807017544,0.164635515250393,0.07273610644191614
1.056140350877193,0.1493733654972556,0.06664788145466302
1.063157894736842,0.1351802705815261,0.06096101181946824
1.070175438596491,0.122023636389376,0.05566055120261463
1.07719298245614,0.1098664574419897,0.05073087548872109
1.084210526315789,0.09866810465534837,0.0461558475231029
1.091228070175438,0.08838507946795698,0.04191897174813375
1.098245614035088,0.07897172673926021,0.0380035380588393
1.105263157894737,0.0703809002833645,0.03439275439072689
1.112280701754386,0.06256457633427755,0.03106986773030104
1.119298245614035,0.05547441161221408,0.02801827340406326
1.126315789473684,0.04906224395197351,0.02522161265366325
1.133333333333333,0.04328053464481426,0.02266385864221931
1.140350877192982,0.0380827527199774,0.02032939115897067
1.147368421052632,0.03342370234080132,0.01820306039599088
1.154385964912281,0.02925979530714888,0.01627024026161091
1.16140350877193,0.02554927133842315,0.01451687177067111
1.168421052631579,0.02225236936104236,0.01292949711218121
1.175438596491228,0.01933145344514679,0.01149528504105816
1.182456140350877,0.01675109733436554,0.01020204827315737
1.189473684210526,0.01447813169854246,0.00903825358276288
1.196491228070175,0.01248165832286472,0.00799302531012838
1.203508771929824,0.01073303543938189,0.007056142984700379
1.210526315789473,0.009205838320636858,0.006218033758498376
1.217543859649123,0.007875799102475796,0.005469760324980954
1.224561403508772,0.006720729596380919,0.004803004972794276
1.231578947368421,0.005720430602777375,0.004210050392260781
1.23859649122807,0.004856590956933749,0.003683757816450284
1.245614035087719,0.004112679238670443,0.003217543039258266
1.252631578947368,0.003473830765469366,0.002805350811097159
1.259649122807017,0.00292673217398912,0.002441628069503149
1.266666666666667,0.002459505584529486,0.002121296418004661
1.273684210526316,0.002061594042583413,0.001839724222725521
1.280701754385965,0.001723649646051717,0.001592698653048446
1.287719298245614,0.001437425499671883,0.001376397950791549
1.294736842105263,0.00119567239240927,0.001187364172207949
1.301754385964912,0.0009920408707376346,0.001022476609074608
1.308771929824561,0.0008209891818344804,0.000878926059475526
1.31578947368421,0.000677697385964545,0.0007541900858136413
1.32280701754386,0.000557987786350651,0.000646009367241757
1.329824561403509,0.0004582516967741316,0.0005523652261583264
1.336842105263158,0.0003753824607602031,0.0004714583836857881
1.343859649122807,0.0003067145499531831,0.0004016889771056032
1.350877192982456,0.0002499685014387749,0.0003416378529922082
1.357894736842105,0.000203201402473203,0.0002900491331608987
1.364912280701754,0.0001647625944266983,0.0002458140363878711
1.371929824561403,0.0001332542438436766,0.0002079559270197593
1.378947368421052,0.0001074964155178651,0.000175616551894718
1.385964912280702,8.649627862245873e-05,0.0001480434192681988
1.392982456140351,6.942108058502875e-05,0.0001245782674893418
1.4,5.557453305358147e-05,0.000104646566822908
1.407017543859649,4.437626861166717e-05,8.774799487395606e-05
1.414035087719298,3.534404466899414e-05,7.344782437046666e-05
1.421052631578947,2.807839113629764e-05,6.136916142303362e-05
1.428070175438596,2.224942019637692e-05,5.118597265035221e-05
1.435087719298245,1.758553895745889e-05,4.261684058516974e-05
1.442105263157895,1.386382840382298e-05,3.541938842014364e-05
1.449122807017544,1.090187434707085e-05,2.938531729146365e-05
1.456140350877193,8.550857644019408e-06,2.43360018175702e-05
1.463157894736842,6.689731494717847e-06,2.011859241070555e-05
1.470175438596491,5.220332960864456e-06,1.660257587247474e-05
1.47719298245614,4.063293816335767e-06,1.367674889485397e-05
1.484210526315789,3.154632382388847e-06,1.124656225004789e-05
1.491228070175438,2.442923083625948e-06,9.231796611484499e-06
1.498245614035087,1.886954098960436e-06,7.564534058791679e-06
1.505263157894737,1.453795716487462e-06,6.187392345249022e-06
1.512280701754386,1.117212896549418e-06,5.051991918183516e-06
1.519298245614035,8.563651833695284e-07,4.117628459229921e-06
1.526315789473684,6.54745572643148e-07,3.35012633655276e-06
1.533333333333333,4.993173363746827e-07,2.720850824536306e-06
1.540350877192982,3.798142250228688e-07,2.205859242099485e-06
1.547368421052631,2.881750078282126e-07,1.785173286479852e-06
1.55438596491228,2.180880691725255e-07,1.442156795972848e-06
1.56140350877193,1.646258414591013e-07,1.16298496616131e-06
1.568421052631579,1.239523070673375e-07,9.361926750718862e-07
1.575438596491228,9.30897207710858e-08,7.52291050425124e-07
1.582456140350877,6.973316018620946e-08,6.034427447892899e-07
1.589473684210526,5.210356904156164e-08,4.83187580852813e-07
1.596491228070175,3.883167331785001e-08,3.862112984998984e-07
1.603508771929824,2.886657406522663e-08,3.081510874196366e-07
1.610526315789474,2.140399738630591e-08,2.454324331116387e-07
1.617543859649123,1.583015039176063e-08,1.951325497150723e-07
1.624561403508772,1.167792545893795e-08,1.548663291314666e-07
1.631578947368421,8.592842728952062e-09,1.226913110878787e-07
1.63859649122807,6.306647158296404e-09,9.702868128302507e-08
1.645614035087719,4.616902584402746e-09,7.659774224769034e-08
1.652631578947368,3.371268904047308e-09,6.036168116188191e-08
1.659649122807017,2.455424499188279e-09,4.748278717957283e-08
1.666666666666667,1.783816928775269e-09,3.728555383752242e-08
1.673684210526316,1.292600989280732e-09,2.922634534406523e-08
1.680701754385965,9.342630936940115e-10,2.286851390889242e-08
1.687719298245614,6.735415760978693e-10,1.786203323792223e-08
1.694736842105263,4.843397696441213e-10,1.392686486012621e-08
1.701754385964912,3.473972364757733e-10,1.083940261845062e-08
1.708771929824561,2.485381688110805e-10,8.42144958202226e-09
1.71578947368421,1.773578173365721e-10,6.531273586979909e-09
1.722807017543859,1.262403189572422e-10,5.056365015276132e-09
1.729824561403509,8.962647938229752e-11,3.90758539531603e-09
1.736842105263158,6.346950302359682e-11,3.014449800897222e-09
1.743859649122807,4.483161299730977e-11,2.321331435449814e-09
1.750877192982456,3.158596413787859e-11,1.784414598570744e-09
1.757894736842105,2.21970069318282e-11,1.369253629881264e-09
1.764912280701754,1.555912621498393e-11,1.048821430183363e-09
1.771929824561403,1.087843688387129e-11,8.01952642070386e-10
1.778947368421052,7.586444679266541e-12,6.121042724334937e-10
1.785964912280702,5.277164115912226e-12,4.663710862540569e-10
1.792982456140351,3.661452567241289e-12,3.547050261935824e-10
1.8,2.533942353357689e-12,2.692976637853211e-10
1.807017543859649,1.749164099456046e-12,2.040926419061806e-10
1.814035087719298,1.204356015308328e-12,1.544015399441949e-10
1.821052631578947,8.271222876866577e-13,1.166018459431737e-10
1.828070175438596,5.665980392852726e-13,8.789997317858251e-11
1.835087719298245,3.871425599924271e-13,6.614569402356814e-11
1.842105263157894,2.63850106697338e-13,4.968713216854948e-11
1.849122807017544,1.7936352777251e-13,3.725767951585692e-11
1.856140350877193,1.216190219680033e-13,2.788798863002858e-11
1.863157894736842,8.225444614897609e-14,2.083761938696558e-11
1.870175438596491,5.548911070856145e-14,1.554205808876036e-11
1.87719298245614,3.73376218866268e-14,1.157173482416784e-11
1.884210526315789,2.50597104348755e-14,8.600385855782761e-12
1.891228070175438,1.677629096643789e-14,6.380679314202217e-12
1.898245614035087,1.120227830139814e-14,4.725474436499891e-12
1.905263157894737,7.461175784806997e-15,3.493441189610018e-12
1.912280701754386,4.956769145868754e-15,2.578047846635958e-12
1.919298245614035,3.284585867057023e-15,1.899144579840788e-12
1.926315789473684,2.170966157259236e-15,1.396543930925026e-12
1.933333333333333,1.431251626763009e-15,1.025134131805818e-12
1.940350877192982,9.411729562713426e-16,7.511666597573478e-13
1.947368421052631,6.173243280773053e-16,5.494414658657756e-13
1.954385964912281,4.038758188253363e-16,4.011770485363805e-13
1.96140350877193,2.635559450540565e-16,2.924019362007752e-13
1.968421052631579,1.715490388093657e-16,2.127423378958313e-13
1.975438596491228,1.113766798580259e-16,1.545101909855654e-13
1.982456140350877,7.212581809033965e-17,1.120185249174886e-13
1.989473684210526,4.658839439946186e-17,8.106849077544505e-14
1.996491228070175,3.001616755331799e-17,5.856576827531669e-14
2.003508771929825,1.928960102265285e-17,4.223428244457113e-14
2.010526315789474,1.236464794688902e-17,3.040296317511009e-14
2.017543859649123,7.905526016170419e-18,2.184722217815144e-14
2.024561403508772,5.041622168290345e-18,1.567133720271567e-14
2.031578947368421,3.20701008089078e-18,1.122135763665588e-14
2.03859649122807,2.034795933983354e-18,8.020736904370198e-15
2.045614035087719,1.287751023084129e-18,5.722853863445272e-15
2.052631578947368,8.128931285638736e-19,4.076059919052704e-15
2.059649122807017,5.118297289719669e-19,2.897997333214463e-15
2.066666666666666,3.214460322178257e-19,2.056766176409567e-15
2.073684210526316,2.013636790593446e-19,1.457140335758444e-15
2.080701754385965,1.258185604710405e-19,1.030498483864887e-15
2.087719298245614,7.841493609903907e-20,7.27483005543289e-16
2.094736842105263,4.874649342207323e-20,5.126581499790348e-16
2.101754385964912,3.022584659964094e-20,3.606304533855949e-16
2.108771929824561,1.869407901644569e-20,2.532365849240602e-16
2.11578947368421,1.153241282955958e-20,1.775088525747832e-16
2.12280701754386,7.096215462597822e-21,1.242061509741132e-16
2.129824561403509,4.355358542488498e-21,8.675523866988441e-17
2.136842105263158,2.666315507858813e-21,6.048919884719646e-17
2.143859649122807,1.628132219716576e-21,4.210071528041128e-17
2.150877192982456,9.916497560449412e-22,2.925032088137597e-17
2.157894736842105,6.024450694461598e-22,2.028622851747618e-17
2.164912280701754,3.650624009531523e-22,1.404434567682469e-17
2.171929824561403,2.20651692763971e-22,9.705797490758376e-18
2.178947368421052,1.330264274230051e-22,6.695614778402882e-18
2.185964912280701,7.999431030975291e-23,4.61083107269539e-18
2.192982456140351,4.798116354372288e-23,3.169549082980611e-18
2.2,2.870601839656694e-23,2.174929932086625e-18
2.207017543859649,1.713032681890548e-23,1.489781500935037e-18
2.214035087719298,1.019644650147562e-23,1.018660350912574e-18
2.221052631578947,6.053723034996661e-24,6.952896206021207e-19
2.228070175438596,3.584980160959532e-24,4.737307853461046e-19
2.235087719298245,2.117588023884561e-24,3.222010775977952e-19
2.242105263157895,1.247632542213807e-24,2.187519269140664e-19
2.249122807017544,7.331999426173801e-25,1.482539605807196e-19
2.256140350877193,4.297824299397082e-25,1.002975304080865e-19
2.263157894736842,2.512843248598666e-25,6.773352742526772e-20
2.270175438596491,1.465455535182325e-25,4.566113109552916e-20
2.27719298245614,8.524529137291238e-26,3.072692892231101e-20
2.284210526315789,4.946051793856591e-26,2.064054519792976e-20
2.291228070175439,2.862446818267443e-26,1.384052906218713e-20
2.298245614035088,1.652367710792579e-26,9.26432403889921e-21
2.305263157894737,9.514072998860059e-27,6.190194581023622e-21
2.312280701754386,5.464076427163994e-27,4.128805102906063e-21
2.319298245614035,3.130095279976613e-27,2.748995210840857e-21
2.326315789473684,1.788499637393895e-27,1.827061229838267e-21
2.333333333333333,1.019320272421337e-27,1.212164997319275e-21
2.340350877192983,5.794593477369164e-28,8.027861930318416e-22
2.347368421052631,3.285683987151386e-28,5.307225835334429e-22
2.35438596491228,1.858314072231901e-28,3.502392066056798e-22
2.36140350877193,1.048341906002038e-28,2.307233085762078e-22
2.368421052631579,5.898984889236727e-29,1.517216998107638e-22
2.375438596491228,3.310869989623317e-29,9.959406225698961e-23
2.382456140350877,1.853520857078612e-29,6.52602468611421e-23
2.389473684210526,1.035007111494174e-29,4.268678985425694e-23
2.396491228070175,5.764739629193881e-30,2.787197849401817e-23
2.403508771929824,3.202628513751977e-30,1.816651487173007e-23
2.410526315789474,1.774695882266923e-30,1.181965928072172e-23
2.417543859649123,9.809160118068587e-31,7.67658060999409e-24
2.424561403508772,5.407919424746311e-31,4.97691461787126e-24
2.431578947368421,2.973850329005457e-31,3.220935915304527e-24
2.43859649122807,1.631167307020047e-31,2.080815126166277e-24
2.445614035087719,8.924181947223931e-32,1.341882307283355e-24
2.452631578947368,4.869998531683402e-32,8.638232233755998e-25
2.459649122807018,2.650817022581573e-32,5.550918395975733e-25
2.466666666666667,1.439200090849732e-32,3.560691340384514e-25
2.473684210526316,7.793869165889119e-33,2.27999204764851e-25
2.480701754385965,4.209936554283334e-33,1.457343252259016e-25
2.487719298245614,2.268237347615549e-33,9.298649866718457e-26
2.494736842105263,1.218967003073011e-33,5.922532517729393e-26
2.501754385964912,6.534101983226514e-34,3.765516293386626e-26
2.508771929824561,3.493577436348348e-34,2.389852661110446e-26
2.51578947368421,1.863139381897604e-34,1.514074484233978e-26
2.522807017543859,9.910848193106146e-35,9.575310655828754e-27
2.529824561403509,5.258559697782707e-35,6.044884726513386e-27
2.536842105263158,2.78300059788022e-35,3.809365922364876e-27
2.543859649122807,1.469096408663958e-35,2.396331406317013e-27
2.550877192982456,7.73531138491619e-36,1.504771597256024e-27
2.557894736842105,4.062522797981827e-36,9.432434741433733e-28
2.564912280701754,2.1281602533452e-36,5.902099836355746e-28
2.571929824561404,1.111996322232226e-36,3.686538825437939e-28
2.578947368421053,5.795526291522256e-37,2.298585120662498e-28
2.585964912280702,3.012818130953722e-37,1.430645023076237e-28
2.592982456140351,1.562224550599897e-37,8.888586517825216e-29
2.6,8.079872491513367e-38,5.512683233109995e-29
2.607017543859649,4.168272108376306e-38,3.412894710737511e-29
2.614035087719298,2.144855919693254e-38,2.109173280605772e-29
2.621052631578947,1.1008564511254e-38,1.301161336672382e-29
2.628070175438596,5.635776555721645e-39,8.012712444269584e-30
2.635087719298245,2.877844652775852e-39,4.92558120011965e-30
2.642105263157895,1.465788918246722e-39,3.022490378132604e-30
2.649122807017544,7.446737199189322e-40,1.851406948503187e-30
2.656140350877193,3.773558851294831e-40,1.132057196929665e-30
2.663157894736842,1.907333926793599e-40,6.909782369737395e-31
2.670175438596491,9.61596439628131e-41,4.210075521840131e-31
2.67719298245614,4.835589944965286e-41,2.560618755177766e-31
2.684210526315789,2.425473820722056e-41,1.554638706044726e-31
2.691228070175439,1.213484472186149e-41,9.422009733993848e-32
2.698245614035088,6.055672249579066e-42,5.700161221672902e-32
2.705263157894737,3.014262056462814e-42,3.442391402166042e-32
2.712280701754386,1.496546301262244e-42,2.075213938565557e-32
2.719298245614035,7.411221880182913e-43,1.248806128956472e-32
2.726315789473684,3.660833521934078e-43,7.501648064107006e-33
2.733333333333333,1.803684819244238e-43,4.498294324406844e-33
2.740350877192983,8.864042443391627e-44,2.692579709640995e-33
2.747368421052632,4.345037311726059e-44,1.608861976838325e-33
2.754385964912281,2.124446016414524e-44,9.59618308625129e-34
2.76140350877193,1.036068323614072e-44,5.713573006972502e-34
2.768421052631579,5.039896275190208e-45,3.395834804696229e-34
2.775438596491228,2.445374095720896e-45,2.014720695790001e-34
2.782456140350877,1.183476183824085e-45,1.193198389337029e-34
2.789473684210526,5.71300026710834e-46,7.054073615163221e-35
2.796491228070175,2.750802893493195e-46,4.162908210307879e-35
2.803508771929824,1.321128942801867e-46,2.452354223640342e-35
2.810526315789474,6.328801114301312e-47,1.442112313227213e-35
2.817543859649123,3.024044622774309e-47,8.465341594468282e-36
2.824561403508772,1.441270339112249e-47,4.960430947329757e-36
2.831578947368421,6.851619066659602e-48,2.901508502151115e-36
2.83859649122807,3.248863581130257e-48,1.694173190687159e-36
2.845614035087719,1.536597947718215e-48,9.874640212414967e-37
2.852631578947368,7.249023842894169e-49,5.745320690689095e-37
2.859649122807018,3.411059649350291e-49,3.336850792247079e-37
2.866666666666667,1.600993638286852e-49,1.934589464828865e-37
2.873684210526316,7.495151312383303e-50,1.119619277787364e-37
2.880701754385965,3.49994895033173e-50,6.468170140004364e-38
2.887719298245614,1.63017234496956e-50,3.730113279220237e-38
2.894736842105263,7.573486212556227e-51,2.147297039056337e-38
2.901754385964912,3.50952760958783e-51,1.233933479470978e-38
2.908771929824561,1.622153672182473e-51,7.078168363683877e-39
2.91578947368421,7.478695157270479e-52,4.053027476394822e-39
2.922807017543859,3.439142527656002e-52,2.316688940959068e-39
2.929824561403509,1.577484223188928e-52,1.321859879943002e-39
2.936842105263158,7.21722725876441e-53,7.528919188412105e-40
2.943859649122807,3.293565034719905e-53,4.280646533616275e-40
2.950877192982456,1.499175970578284e-53,2.429492815973888e-40
2.957894736842105,6.806588381280747e-54,1.376421312003358e-40
2.964912280701754,3.082455885967805e-54,7.784248220547226e-41
2.971929824561403,1.392370323514495e-54,4.394520371064982e-41
2.978947368421053,6.273402505643316e-55,2.476485595775738e-41
2.985964912280702,2.819304952221781e-55,1.39312359850664e-41
2.992982456140351,1.263779952323044e-55,7.822994229284158e-42
3.0,5.650558502629658e-56,4.385164495525323e-42
